original_title,cast,director,keywords,runtime,genres,production_companies,release_date,release_year,budget_adj,revenue_adj,profit
Sex and Death 101,Simon Baker|Winona Ryder|Julie Bowen|Leslie Bibb|Skyler James Sandak,Daniel Waters,,100.0,Comedy|Romance|Drama,Avenue Pictures Productions|Sandbar Pictures,2007-06-15,2007,36889069.20400227,115100887.62834093,0.0
Gruz 200,Agniya Kuznetsova|Aleksei Poluyan|Leonid Gromov|Aleksey Serebryakov|Leonid Bichevin,Aleksey Balabanov,afghanistan|kidnapping and murder|murder|kidnapping|rape attempt,89.0,Drama|Thriller|Foreign,,2007-06-06,2007,36889069.20400227,127387.563745576,127387.563745576
Pigs,Jefferson Brown|Darryn Lucio|Christopher Elliott|Melanie Marden,Karl DiPelino,brotherhood,85.0,Comedy,Bad Monkey Productions|Hill's Production Services,2007-11-05,2007,36889069.20400227,115100887.62834093,0.0
Dead Silence,Ryan Kwanten|Donnie Wahlberg|Bob Gunton|Amber Valletta|Laura Regan,James Wan,ventriloquist|doll|ventriloquist dummy,89.0,Horror,Universal Pictures|Twisted Pictures|Evolution Entertainment,2007-03-16,2007,21033371.6526309,23365348.9294381,2331977.2768072
Postal,Zack Ward|Dave Foley|Chris Coppola|J.K. Simmons|Michael Benyaer,Uwe Boll,gun rampage|machinegun|holocaust joke|based on video game|person running amok,100.0,Action|Comedy,Running With Scissors|Vivendi Entertainment,2007-08-11,2007,36889069.20400227,115100887.62834093,0.0
Welcome,Akshay Kumar|Katrina Kaif|Anil Kapoor|Nana Patekar|Paresh Rawal,Anees Bazmee,bollywood,160.0,Drama|Action|Comedy|Romance,A.G. Films,2007-12-21,2007,36889069.20400227,38385903.2660514,38385903.2660514
Botched,Stephen Dorff|Sean Pertwee|Jamie Foreman|David Heap|Alan Smyth,Kit Ryan,,95.0,Comedy|Crime|Horror|Thriller,Arcade Films|Barraboy Films|ApolloProMovie|Co. 1. Filmproduktion|Zinc Entertainment Inc.,2007-10-04,2007,36889069.20400227,115100887.62834093,0.0
Une vieille maÃ®tresse,Asia Argento|Fu'ad AÃ¯t Aattou|Roxane Mesquida|Claude Sarraute|Yolande Moreau,Catherine Breillat,love triangle|loss of lover|lover (female)|ancien rÃ©gime|aristocrat,104.0,Drama|Romance,CB Films|StudioCanal|Burskin Film|Canal+|TPS Star,2007-05-30,2007,6835845.78710505,115100887.62834093,-6835845.78710505
Superman: Doomsday,Adam Baldwin|Anne Heche|James Marsters|John DiMaggio|Swoosie Kurtz,Lauren Montgomery|Bruce Timm,dc comics|superhero|based on comic book|death|doomsday,75.0,Action|Animation|Science Fiction,DC Comics|Warner Home Video,2007-09-18,2007,3680840.03921041,115100887.62834093,-3680840.03921041
Joshua,Sam Rockwell|Vera Farmiga|Jacob Kogan|Celia Weston|Dallas Roberts,George Ratliff,child abuse|baby|nanny|mother-in-law|bible,105.0,Drama|Thriller|Horror,ATO Pictures,2007-01-21,2007,36889069.20400227,757167.726100069,757167.726100069
The Girl in the Park,Sigourney Weaver|Kate Bosworth|Alessandro Nivola|Keri Russell|David Rasche,David Auburn,loss of child|independent film,109.0,Drama,,2007-09-09,2007,36889069.20400227,115100887.62834093,0.0
Savage Grace,Julianne Moore|Stephen Dillane|Eddie Redmayne|Elena Anaya|Hugh Dancy,Tom Kalin,mother|sex|adultery|nudity|scandal,97.0,Drama,Celluloid Dreams|Killer Films|John Wells Productions|Montfort Producciones,2007-05-18,2007,4837675.48010511,115100887.62834093,-4837675.48010511
Perfect Creature,Dougray Scott|Saffron Burrows|Leo Gregory|Scott Wills|Stuart Wilson,Glenn Standring,new zealand|vampire|epidemic|influenza,90.0,Fantasy|Action|Horror|Science Fiction|Drama,Spice Factory|Sensible Films|Roc Media,2007-08-16,2007,36889069.20400227,115100887.62834093,0.0
The Signal,Anessa Ramsey|Justin Welborn|AJ Bowen|Scott Poythress|Sahr Ngaujah,David Bruckner|Dan Bush|Jacob Gentry,,103.0,Horror|Action|Thriller|Science Fiction,,2007-02-22,2007,52583.4291315773,262817.237142536,210233.80801095866
Barbie as the Island Princess,Mar Bordallo|Paloma Blanco|Tony Cruz|Miguel Ãngel Valera|Ana Alborg,Greg Richardson,,86.0,Animation|Family,,2007-09-18,2007,36889069.20400227,115100887.62834093,0.0
Outpost,Ray Stevenson|Julian Wadham|Richard Brake|Paul Blair|Brett Fancy,Steve Barker,bunker|nazis|eastern europe|mercenary|revelation,90.0,Action|Adventure|Horror,Regent Capital|Black Camel Pictures,2007-03-11,2007,36889069.20400227,115100887.62834093,0.0
The Contractor,Wesley Snipes|Eliza Bennett|Lena Headey|Ralph Brown|Charles Dance,Josef Rusnak,,105.0,Action|Adventure|Drama|Thriller,April Productions|Chaintron|RMA Productions,2007-07-10,2007,36889069.20400227,115100887.62834093,0.0
Cougar Club,Joe Mantegna|Jason Jurman|Carrie Fisher|Izabella Scorupco|Faye Dunaway,Christopher Duddy,cougar|college graduate,93.0,Comedy,,2007-01-01,2007,36889069.20400227,115100887.62834093,0.0
Nancy Drew,Emma Roberts|Josh Flitter|Max Thieriot|Rachael Leigh Cook|Tate Donovan,Andrew Fleming,california|detective|based on novel|dream|chase,99.0,Action|Adventure|Crime|Family|Mystery,Warner Bros. Pictures|Virtual Studios,2007-06-15,2007,36889069.20400227,115100887.62834093,0.0
Lake Placid 2,John Schneider|Sam McMurray|Sarah Lafleur|Chad Michael Collins|Alicia Ziegler,David Flores,,88.0,Horror|Science Fiction,,2007-04-28,2007,36889069.20400227,115100887.62834093,0.0
St. Trinian's,Talulah Riley|Rupert Everett|Jodie Whittaker|Gemma Arterton|Juno Temple,Barnaby Thompson|Oliver Parker,solidarity|snake|exhibit|musical|shenanigan,101.0,Comedy|Family|Science Fiction,Ealing Studios|Fragile Films|Entertainment Film Distributors,2007-12-21,2007,36889069.20400227,115100887.62834093,0.0
After Sex,Mila Kunis|Dave Franco|Jose Pablo Cantillo|Jane Seymour|Emmanuelle Chriqui,Eric Amadio,sex|sexuality|gun|coming out|lesbian couple,78.0,Comedy|Romance,NALA Films|Supino Pictures,2007-09-26,2007,867626.580671025,115100887.62834093,-867626.580671025
Delta Farce,Larry the Cable Guy|Bill Engvall|DJ Qualls|Christina Moore|Danny Trejo,C.B. Harding,general|duringcreditsstinger,90.0,Action|Adventure|Comedy,Lions Gate Films|Shaler Entertainment Pictures|Parallel Entertainment|Sleeping Marmots Production|Samwilla Productions,2007-05-11,2007,12.6200229915785,115100887.62834093,-12.6200229915785
The Ten,Paul Rudd|Adam Brody|Jon Hamm|Winona Ryder|Ken Marino,David Wain,independent film|multiple storylines|sabbath|brain scan|radiation sickness,96.0,Comedy,Ascot Elite Home Entertainment,2007-08-03,2007,36889069.20400227,115100887.62834093,0.0
Rise: Blood Hunter,Lucy Liu|Michael Chiklis|Carla Gugino|James D'Arcy|Marilyn Manson,Sebastian Gutierrez,revenge|morgue|undead,97.0,Action|Adventure|Horror|Thriller,Ghost House Pictures|Destination Films|Kingsgate Films|Mandate Pictures,2007-04-28,2007,36889069.20400227,115100887.62834093,0.0
Battle in Seattle,Martin Henderson|Michelle Rodriguez|Woody Harrelson|Charlize Theron|Jennifer Carpenter,Stuart Townsend,,99.0,Action|Drama,Insight Film Studios|Redwood Palms Pictures|Remstar Productions,2007-09-07,2007,8413348.66105236,955805.836318932,-7457542.824733427
Teeth,Jess Weixler|John Hensley|Josh Pais|Hale Appleman|Lenny Von Dohlen,Mitchell Lichtenstein,,94.0,Comedy|Horror,Teeth,2007-01-19,2007,36889069.20400227,115100887.62834093,0.0
The Comebacks,Carl Weathers|David Koechner|Melora Hardin|Matthew Lawrence|Brooke Nevin,Tom Brady,baseball|baseball bat|sport|coach,107.0,Comedy,Fox Atomic,2007-10-19,2007,15775028.7394731,115100887.62834093,-15775028.7394731
Pars vite et reviens tard,JosÃ© Garcia|Marie Gillain|Michel Serrault|Lucas Belvaux|Olivier Gourmet,RÃ©gis Wargnier,,116.0,Thriller|Crime|Drama,Gaumont|LGM Productions|KL Productions,2007-01-24,2007,36889069.20400227,115100887.62834093,0.0
Smiley Face,Anna Faris|Adam Brody|John Krasinski|Jane Lynch|Roscoe Lee Browne,Gregg Araki,hippie|roommate|fantasy|independent film|stoned,88.0,Comedy,Desperate Pictures|Anonymous Content|ApolloProMovie & Co. 3. Filmproduktion,2007-01-21,2007,36889069.20400227,9221.03013251339,9221.03013251339
Stuck,Mena Suvari|Stephen Rea|Russell Hornsby|Rukiya Bernard|Carolyn Purdy-Gordon,Stuart Gordon,party|murder|fate|drug,85.0,Crime|Horror|Mystery|Thriller,Prodigy Pictures,2007-05-21,2007,5258342.91315773,115100887.62834093,-5258342.91315773
The Poughkeepsie Tapes,Stacy Chbosky|Ben Messmer|Ivar Brogger|Samantha Robson|Beth Tapper,John Erick Dowdle,pedophilia|mask|suffering|snuff|sadism,86.0,Horror|Thriller,Metro-Goldwyn-Mayer (MGM),2007-04-27,2007,36889069.20400227,115100887.62834093,0.0
Trade,Kevin Kline|Cesar Ramos|Paulina GaitaÌn|Alicja Bachleda-CuruÅ›|Marco PÃ©rez,Marco Kreuzpaintner,usa|sex|brother sister relationship|mexico city|border,120.0,Drama|Thriller,Centropolis Film Productions,2007-01-23,2007,12620022.9915785,115100887.62834093,-12620022.9915785
Helvetica,Michael Bierut|Neville Brody|David Carson,Gary Hustwit,font,80.0,Documentary,,2007-09-12,2007,36889069.20400227,115100887.62834093,0.0
Boy Culture,Jonathon Trent|Derek Magyar|George Jonson|Patrick Bauchau|Darryl Stephens,Q. Allan Brocka,independent film,88.0,Drama|Romance,TLA Releasing|Boy Culture LLC,2007-01-31,2007,525834.291315773,231525.890134917,-294308.40118085605
Son of Rambow,Neil Dudgeon|Bill Milner|Jessica Hynes|Anna Wing|Will Poulter,Garth Jennings,movie in movie|independent film,96.0,Comedy,Celluloid Dreams|Hammer & Tongs,2007-01-22,2007,4206674.33052618,7225225.02815579,3018550.69762961
I Think I Love My Wife,Chris Rock|Kerry Washington|Gina Torres|Steve Buscemi|Edward Herrmann,Chris Rock,,90.0,Comedy|Romance,Fox Searchlight Pictures,2007-03-16,2007,11568354.408947,13878076.2752086,2309721.8662615996
Gekijouban Clannad,Kenji Nojima|Mai Nakahara|Ryou Hirohashi|Houko Kuwashima|Daisuke Sakaguchi,Osamu Dezaki,,94.0,Animation|Drama,Toei Animation|Visual Art's/Key,2007-09-15,2007,36889069.20400227,115100887.62834093,0.0
Arn: Tempelriddaren,Joakim NÃ¤tterqvist|Sofia Helin|Stellan SkarsgÃ¥rd|Michael Nyqvist|Mirja Turestedt,Peter Flinth,tv movie,139.0,Action|Adventure|Drama|Romance,Danmarks Radio (DR)|Telepool|Yleisradio|AMC Pictures|TV4 Sweden,2007-12-17,2007,26291714.5657886,115100887.62834093,-26291714.5657886
The King of Kong,Steve Wiebe|Billy Mitchell|Walter Day|Mark Alpiger|Greg Bond,Seth Gordon,competition|video game|arcade|donkey kong,79.0,Documentary,LargeLab,2007-08-17,2007,36889069.20400227,115100887.62834093,0.0
Louis C.K.: Shameless,Louis C.K.,Steven J. Santos,stand-up|live comedy|stand up comedy,57.0,Comedy,Cicrus King Productions|Another Mulligan Entertainment,2007-01-12,2007,36889069.20400227,115100887.62834093,0.0
MoliÃ¨re,Romain Duris|Fabrice Luchini|Edouard Baer|Ludivine Sagnier,Laurent Tirard,,115.0,Drama|Comedy|Romance|Foreign,,2007-01-31,2007,36889069.20400227,115100887.62834093,0.0
December Boys,Daniel Radcliffe|Jack Thompson|Teresa Palmer|Sullivan Stapleton|Carole-Anne Fooks,Rod Hardy,sea|beach|adoption|male friendship|hope,105.0,Drama|Romance,Village Roadshow Pictures|Australian Film Finance Corporation,2007-09-20,2007,4206674.33052618,48875.2457092184,-4157799.084816961
Kickin' It Old Skool,"Jamie Kennedy|Maria Menounos|Miguel A. NÃºÃ±ez, Jr.|Michael Rosenbaum|Christopher McDonald",Harvey Glazer,,108.0,Comedy,Yari Film Group,2007-04-27,2007,36889069.20400227,115100887.62834093,0.0
Creepshow 3,Stephanie Pettee|Justin Smith|Roy Abramsohn|Susan Schramm|AJ Bowen,Ana Clavell|James Glenn Dudelson,,104.0,Horror|Science Fiction,Creepy Film Productions,2007-05-15,2007,36889069.20400227,115100887.62834093,0.0
Hannibal Rising,Gaspard Ulliel|Aaran Thomas|Gong Li|Dominic West|Rhys Ifans,Peter Webber,winter|psychopath|horror|serial killer,121.0,Crime|Drama|Thriller,Ingenious Film Partners|ETIC Films|Quinta Communications|Dino De Laurentiis Company|Zephyr Films,2007-02-06,2007,52583429.1315773,86415485.4412785,33832056.309701204
Taxi to the Dark Side,Brian Keith Allen|Moazzam Begg|Christopher Beiring|Alex Gibney,Alex Gibney,taxi|afghanistan|guantanamo bay|torture chamber,106.0,Documentary,Jigsaw Productions,2007-04-30,2007,1051668.58263154,288852.344574163,-762816.238057377
Lezioni di cioccolato,Luca Argentero|Francesco Pannofino|Hassani Shapi|Josefia ForlÃ¬|Matteo Oleotto,Claudio Cupellini,,99.0,Comedy,,2007-11-23,2007,36889069.20400227,115100887.62834093,0.0
Borderland,Brian Presley|Rider Strong|Jake Muxworthy|Sean Astin|Beto Cuevas,Zev Berman,mexico|victim of murder|cult|blood splatter|magic mushroom,105.0,Crime|Horror|Thriller,Tonic Films|Freedom Films|Emmett/Furla Films|Worldwide Media Group|Tau Productions,2007-11-09,2007,36889069.20400227,115100887.62834093,0.0
Urban Justice,Steven Seagal|Eddie Griffin|Kirk B.R. Woller|Carmen Serano|Liezl Carstens,Don E. FauntLeRoy,,96.0,Adventure|Action|Thriller,Sony Pictures Home Entertainment|Hood to Hood Productions|XIT Financial Group,2007-01-01,2007,12620022.9915785,115100887.62834093,-12620022.9915785
"Chill Out, Scooby-Doo!",Rene Auberjonois|Jeff Bennett|Mindy Cohn|Grey Griffin|Kim Mai Guest,Joe Sichta,,90.0,Action|Adventure|Animation|Family|Mystery,Hanna-Barbera Productions|Warner Bros. Animation,2007-09-04,2007,36889069.20400227,115100887.62834093,0.0
Zeitgeist,,Peter Joseph,corruption|world war ii|economic theory|adolf hitler|economy,118.0,Documentary|History,Gentle Machine Productions LLC,2007-06-01,2007,7361680.07842082,115100887.62834093,-7361680.07842082
Straightheads,Gillian Anderson|Danny Dyer|Adam Rayner|Antony Byrne|Anthony Calf,Dan Reed,london|countryside|rape|sex|trauma,88.0,Thriller,Ingenious Film Partners|Screen West Midlands|UK Film Council|DJ Films|Film4,2007-04-27,2007,36889069.20400227,115100887.62834093,0.0
The Brothers Solomon,Will Arnett|Will Forte|Kristen Wiig|Chi McBride|Lee Majors,Bob Odenkirk,brother brother relationship|jealousy|pregnancy and birth|autoritian education|arctic,93.0,Comedy,Revolution Studios|TriStar Pictures|Carsey-Werner Company,2007-09-07,2007,36889069.20400227,115100887.62834093,0.0
Jesse Stone: Sea Change,Tom Selleck|Kathy Baker|Kohl Sudduth|Rebecca Pidgeon|Sean Young,Robert Harmon,cop|new england|jesse stone,88.0,Drama|Thriller|Crime,Brandman Productions,2007-05-22,2007,36889069.20400227,115100887.62834093,0.0
The Color of Freedom,Joseph Fiennes|Dennis Haysbert|Diane Kruger|Shiloh Henderson|Patrick Lyster,Bille August,jail guard|prison cell|south africa|apartheid|nelson mandela,140.0,Drama|History|Foreign,Film Afrika,2007-02-11,2007,31550057.4789463,115100887.62834093,-31550057.4789463
Balls of Fury,Dan Fogler|Christopher Walken|George Lopez|Maggie Q|James Hong,Ben Garant,german democratic republic|olympic games|talent|career|ping pong,90.0,Comedy|Crime,Rogue Pictures|Spyglass Entertainment|Intrepid Pictures,2007-08-29,2007,36889069.20400227,43221543.7674491,43221543.7674491
The Three Investigators and The Secret Of Skeleton Island,Chancellor Miller|Nick Price|Cameron Monaghan|Naima Sebe|Nigel Whitmey,Florian Baxmeyer|Jan Sebastian Ballhaus,holiday|africa|detective|monster|secret,91.0,Mystery|Adventure|Family,GFP Medienfonds|Industrial Development Corporation of South Africa|Studio Hamburg International Production|Zweite Medienfonds German Filmproductions,2007-11-07,2007,11568354.408947,115100887.62834093,-11568354.408947
Jack Brooks: Monster Slayer,Robert Englund|Trevor Matthews|Daniel Kash|David Fox|Dean Hawes,Jon Knautz,camping|vomit|demon|science,85.0,Action|Comedy|Horror,Brookstreet Pictures|Sound Venture Productions,2007-10-09,2007,36889069.20400227,115100887.62834093,0.0
The Flock,Richard Gere|Claire Danes|KaDee Strickland|Ray Wise|Russell Sams,Andrew Lau,,105.0,Crime|Drama|Mystery|Thriller,Double Nickel Entertainment|Templar Films|Bauer Martinez Studios|Gibraltar Films|Lucky 50 Productions,2007-08-04,2007,36889069.20400227,115100887.62834093,0.0
Murder Party,Alex Barnett|Paul Goldblatt|Macon Blair|Stacy Rock|Bill Tangradi,Jeremy Saulnier,new york|arts|murder|independent film,79.0,Comedy|Horror,The Lab Of Madness,2007-01-01,2007,36889069.20400227,115100887.62834093,0.0
Why Did I Get Married?,Tyler Perry|Jill Scott|Janet Jackson|Michael Jai White|Malik Yoba,Tyler Perry,,113.0,Comedy|Drama,Lions Gate Films,2007-10-12,2007,15775028.7394731,58036037.3169873,42261008.5775142
Shrooms,Lindsey Haun|Jack Huston|Max Kasch|Maya Hazen|Alice Greczyn,Paddy Breathnach,mushroom|murder|forest|drug,84.0,Horror|Foreign,Nordisk Film|Ingenious Film Partners|Capitol Films|Potboiler Productions Ltd.|BÃ³rd ScannÃ¡n na hÃ‰ireann,2007-08-16,2007,36889069.20400227,5164409.97869424,5164409.97869424
Catacombs,Shannyn Sossamon|Pink|Mihai Stanescu|Emil Hostina|Sandi Dragoi,Tomm Coker|David Elliot,,92.0,Horror|Thriller,Lionsgate|Twisted Pictures|Catacombs Productions,2007-06-01,2007,36889069.20400227,115100887.62834093,0.0
Grace is Gone,John Cusack|Alessandro Nivola|Doug Dearth|Gracie Bednarczyk|Michael Thomas Dunn,Jim Strouse,farewell|loss of lover|career|us army|loss,85.0,Drama,Benedek Films,2007-01-21,2007,36889069.20400227,115100887.62834093,0.0
Hellphone,Jean-Baptiste Maunier|Jennifer Decker|Benjamin Jungers|Vladimir Consigny|Edouard Collin,James Huth,,98.0,Fantasy|Comedy|Mystery,Studio Canal|Mandarin Film,2007-03-28,2007,36889069.20400227,115100887.62834093,0.0
Gabriel Iglesias: Hot and Fluffy,Gabriel Iglesias,Manny Rodriguez,cabaret|live comedy,60.0,Comedy,Levity Productions,2007-08-04,2007,36889069.20400227,115100887.62834093,0.0
Ji jie hao,Hanyu Zhang|Ren Quan|Wang Baoqiang|Deng Chao|Yuan Wenkang,Feng Xiaogang,civil war|chinese civil war|war|chinese communists,124.0,Action|History,Huayi Brothers Media Corporation,2007-10-09,2007,16826697.3221047,36584352.9172602,19757655.5951555
Fallen,Paul Wesley|Tom Skerritt|Darren Scott|Rick Worthy|Lisa Lackey,Mikael Salomon,angel|based on novel|supernatural|fallen angel|orphan,84.0,TV Movie|Drama|Fantasy,Three Angels Productions,2007-10-09,2007,36889069.20400227,115100887.62834093,0.0
Eichmann,Thomas Kretschmann|Troy Garity|Franka Potente|Stephen Fry|Richard Rifkin,Roger Young,world war ii|nazi germany,100.0,Drama|Foreign|History,uFilm|Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique|Entertainment Motion Pictures|Umedia|HCC Media Group,2007-09-22,2007,8413348.66105236,115100887.62834093,-8413348.66105236
Live!,Eva Mendes|David Krumholtz|Robert Brown|Katie Cassidy|Jay Hernandez,Bill Guttentag,telecaster|ball|tv ratings|russian roulette|television producer,96.0,Thriller,Atlas Entertainment|Mosaic Media Group,2007-01-01,2007,36889069.20400227,115100887.62834093,0.0
The Haunting Hour: Don't Think About It,Brittany Curran|Alex Winzenread|Michelle Duffy|Emily Osment|John Hawkinson,Alex Zamm,high school,87.0,Fantasy|Horror|Family,Universal Studios Home Entertainment Family Productions|The Hatchery,2007-09-04,2007,3155005.74789463,115100887.62834093,-3155005.74789463
Oliver Twist,Timothy Spall|William Miller|Tom Hardy|Sophie Okonedo|Morven Christie,Coky Giedroyc,woman director,176.0,Adventure|Family,BBC,2007-12-18,2007,36889069.20400227,115100887.62834093,0.0
The Deaths of Ian Stone,Mike Vogel|Michael Dixon|Christina Cole|Michael Feast|Charlie Anson,Dario Piana,hockey player|suspense|ice hockey|parallel universe,87.0,Horror|Thriller,Stan Winston Productions|Odyssey Entertainment|Isle of Man Film Commission|SWFX,2007-12-05,2007,36889069.20400227,115100887.62834093,0.0
Eagle vs Shark,Loren Horsley|Jemaine Clement|Joel Tobeck|Rachel House|David Fane,Taika Waititi,father-son relationship|loss of brother|new zealand|trauma|fast food restaurant,87.0,Comedy|Romance,Whenua Films,2007-07-15,2007,36889069.20400227,115100887.62834093,0.0
